checked_utc,ticker,city,side,bracket,observed_high,obs_age_min,market_cents,status
2026-08-05T18:24:01+00:00,KXHIGHPHIL-26AUG05-B86.5,Philadelphia,yes,86° to 87°,82.4,,32.0,NEEDS HEAT
2026-08-05T18:24:01+00:00,KXHIGHNY-26AUG05-B80.5,New York City,no,80° to 81°,81.0,,99.0,IN DANGER
2026-08-05T18:24:01+00:00,KXHIGHNY-26AUG05-B82.5,New York City,yes,82° to 83°,81.0,,95.0,NEEDS HEAT
2026-08-05T18:24:01+00:00,KXHIGHTLV-26AUG05-B112.5,Las Vegas,no,112° to 113°,109.4,,20.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHTDAL-26AUG05-B101.5,Dallas,no,101° to 102°,96.8,,32.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHTSEA-26AUG05-T88,Seattle,no,87° or below,80.6,,24.0,IN DANGER
2026-08-05T18:24:01+00:00,KXHIGHTHOU-26AUG05-B96.5,Houston,no,96° to 97°,91.4,,73.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHTBOS-26AUG05-B87.5,Boston,no,87° to 88°,84.2,,71.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHTMIN-26AUG05-T82,Minneapolis,yes,83° or above,73.4,,10.0,NEEDS HEAT
2026-08-05T18:24:01+00:00,KXHIGHTSATX-26AUG05-B97.5,San Antonio,no,97° to 98°,91.4,,29.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHTPHX-26AUG05-B107.5,Phoenix,no,107° to 108°,107.6,,45.0,IN DANGER
2026-08-05T18:24:01+00:00,KXHIGHTATL-26AUG05-B86.5,Atlanta,no,86° to 87°,84.2,,79.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHTOKC-26AUG05-B101.5,Oklahoma City,no,101° to 102°,96.8,,49.0,ON TRACK
2026-08-05T18:24:01+00:00,KXHIGHAUS-26AUG05-B98.5,Austin,no,98° to 99°,95.0,,70.0,ON TRACK
2026-08-05T20:34:42+00:00,KXHIGHAUS-26AUG05-B98.5,Austin,no,98° to 99°,98.1,,78.0,IN DANGER
2026-08-05T20:34:42+00:00,KXHIGHTPHX-26AUG05-B107.5,Phoenix,yes,107° to 108°,107.6,,30.0,SWOOP
2026-08-05T20:34:42+00:00,KXHIGHPHIL-26AUG05-B86.5,Philadelphia,yes,86° to 87°,84.2,,8.0,NEEDS HEAT
2026-08-05T20:34:42+00:00,KXHIGHNY-26AUG05-B80.5,New York City,no,80° to 81°,81.0,,99.0,IN DANGER
2026-08-05T20:34:42+00:00,KXHIGHTDAL-26AUG05-B101.5,Dallas,no,101° to 102°,100.0,,27.0,ON TRACK
2026-08-05T20:34:42+00:00,KXHIGHTSEA-26AUG05-T88,Seattle,no,87° or below,80.6,,10.0,IN DANGER
2026-08-05T20:34:42+00:00,KXHIGHTHOU-26AUG05-B96.5,Houston,no,96° to 97°,95.0,,5.0,ON TRACK
2026-08-05T20:34:42+00:00,KXHIGHTBOS-26AUG05-B87.5,Boston,no,87° to 88°,87.8,,17.0,IN DANGER
2026-08-05T20:34:42+00:00,KXHIGHTOKC-26AUG05-B101.5,Oklahoma City,no,101° to 102°,102.2,,77.0,IN DANGER
2026-08-05T22:14:29+00:00,KXHIGHTPHX-26AUG05-B107.5,Phoenix,yes,107° to 108°,107.6,,22.0,SWOOP
2026-08-05T22:14:29+00:00,KXHIGHPHIL-26AUG05-B86.5,Philadelphia,yes,86° to 87°,84.2,,1.0,NEEDS HEAT
2026-08-05T22:14:29+00:00,KXHIGHTDAL-26AUG05-B101.5,Dallas,no,101° to 102°,100.0,,2.0,ON TRACK
2026-08-05T22:14:29+00:00,KXHIGHTSEA-26AUG05-T88,Seattle,no,87° or below,82.4,,11.0,IN DANGER
2026-08-05T22:14:29+00:00,KXHIGHTHOU-26AUG05-B96.5,Houston,no,96° to 97°,96.8,,0.0,IN DANGER
2026-08-05T22:14:29+00:00,KXHIGHTBOS-26AUG05-B87.5,Boston,no,87° to 88°,87.8,,0.0,IN DANGER
2026-08-05T22:14:29+00:00,KXHIGHTOKC-26AUG05-B101.5,Oklahoma City,no,101° to 102°,102.2,,99.0,IN DANGER
2026-08-17T17:29:29+00:00,KXHIGHTLV-26AUG17-B103.5,Las Vegas,yes,103° to 104°,93.2,69,5.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHTNOLA-26AUG17-B97.5,New Orleans,yes,97° to 98°,91.4,64,23.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHTSATX-26AUG17-B101.5,San Antonio,yes,101° to 102°,89.6,54,43.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHTBOS-26AUG17-T74,Boston,yes,73° or below,73.4,119,1.0,AT RISK
2026-08-17T17:29:29+00:00,KXHIGHTOKC-26AUG17-B100.5,Oklahoma City,yes,100° to 101°,87.8,619,9.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHLAX-26AUG17-B80.5,Los Angeles,yes,80° to 81°,73.4,69,22.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHDEN-26AUG17-B89.5,Denver,yes,89° to 90°,78.08,96,12.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHTDAL-26AUG17-B106.5,Dallas,yes,106° to 107°,96.8,69,34.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHTATL-26AUG17-B97.5,Atlanta,yes,97° to 98°,93.2,99,73.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHTDC-26AUG17-B92.5,Washington DC,yes,92° to 93°,89.6,64,65.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHCHI-26AUG17-B80.5,Chicago,yes,80° to 81°,75.2,169,11.0,NEEDS HEAT
2026-08-17T17:29:29+00:00,KXHIGHMIA-26AUG17-B96.5,Miami,yes,96° to 97°,93.2,44,68.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHTLV-26AUG17-B103.5,Las Vegas,yes,103° to 104°,100.4,40,4.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHTNOLA-26AUG17-B97.5,New Orleans,yes,97° to 98°,95.0,30,15.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHTSATX-26AUG17-B101.5,San Antonio,yes,101° to 102°,95.0,70,42.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHTBOS-26AUG17-T74,Boston,yes,73° or below,75.2,65,1.0,DEAD
2026-08-17T19:30:13+00:00,KXHIGHTOKC-26AUG17-B100.5,Oklahoma City,yes,100° to 101°,93.2,30,10.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHLAX-26AUG17-B80.5,Los Angeles,yes,80° to 81°,77.0,40,4.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHDEN-26AUG17-B89.5,Denver,yes,89° to 90°,89.06,37,10.0,ON TRACK
2026-08-17T19:30:13+00:00,KXHIGHTDAL-26AUG17-B106.5,Dallas,yes,106° to 107°,102.2,30,18.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHTATL-26AUG17-B97.5,Atlanta,yes,97° to 98°,96.8,70,72.0,VERIFY
2026-08-17T19:30:13+00:00,KXHIGHTDC-26AUG17-B92.5,Washington DC,yes,92° to 93°,91.4,115,89.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHCHI-26AUG17-B80.5,Chicago,yes,80° to 81°,77.0,115,8.0,NEEDS HEAT
2026-08-17T19:30:13+00:00,KXHIGHMIA-26AUG17-B96.5,Miami,yes,96° to 97°,95.0,37,16.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHTLV-26AUG17-B101.5,Las Vegas,yes,101° to 102°,104.0,83,1.0,DEAD
2026-08-17T21:28:18+00:00,KXHIGHTLV-26AUG17-B103.5,Las Vegas,yes,103° to 104°,104.0,83,1.0,ON TRACK
2026-08-17T21:28:18+00:00,KXHIGHTATL-26AUG17-B97.5,Atlanta,yes,97° to 98°,98.6,128,90.0,DEAD
2026-08-17T21:28:18+00:00,KXHIGHTSFO-26AUG17-T74,San Francisco,yes,75° or above,71.59,63,1.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHTNOLA-26AUG17-B97.5,New Orleans,yes,97° to 98°,95.0,148,1.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHTSATX-26AUG17-B101.5,San Antonio,yes,101° to 102°,100.4,28,43.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHTBOS-26AUG17-T74,Boston,yes,73° or below,75.2,183,1.0,DEAD
2026-08-17T21:28:18+00:00,KXHIGHTOKC-26AUG17-B100.5,Oklahoma City,yes,100° to 101°,96.8,123,7.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHLAX-26AUG17-B80.5,Los Angeles,yes,80° to 81°,77.0,158,1.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHDEN-26AUG17-B89.5,Denver,yes,89° to 90°,89.06,155,1.0,ON TRACK
2026-08-17T21:28:18+00:00,KXHIGHTDAL-26AUG17-B106.5,Dallas,yes,106° to 107°,104.0,38,19.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHTDC-26AUG17-B92.5,Washington DC,yes,92° to 93°,93.2,63,1.0,ON TRACK
2026-08-17T21:28:18+00:00,KXHIGHCHI-26AUG17-B80.5,Chicago,yes,80° to 81°,78.8,113,1.0,NEEDS HEAT
2026-08-17T21:28:18+00:00,KXHIGHMIA-26AUG17-B96.5,Miami,yes,96° to 97°,95.0,155,1.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHTLV-26AUG17-B101.5,Las Vegas,yes,101° to 102°,107.6,65,1.0,DEAD
2026-08-17T23:25:57+00:00,KXHIGHTLV-26AUG17-B103.5,Las Vegas,yes,103° to 104°,107.6,65,1.0,DEAD
2026-08-17T23:25:57+00:00,KXHIGHTATL-26AUG17-B97.5,Atlanta,yes,97° to 98°,98.6,245,88.0,DEAD
2026-08-17T23:25:57+00:00,KXHIGHTSFO-26AUG17-T74,San Francisco,yes,75° or above,71.59,180,1.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHTNOLA-26AUG17-B97.5,New Orleans,yes,97° to 98°,95.0,265,1.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHTSATX-26AUG17-B101.5,San Antonio,yes,101° to 102°,100.4,145,4.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHTBOS-26AUG17-T74,Boston,yes,73° or below,75.2,300,1.0,DEAD
2026-08-17T23:25:57+00:00,KXHIGHTOKC-26AUG17-B100.5,Oklahoma City,yes,100° to 101°,96.8,240,1.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHLAX-26AUG17-B80.5,Los Angeles,yes,80° to 81°,77.0,275,1.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHDEN-26AUG17-B89.5,Denver,yes,89° to 90°,91.94,152,1.0,DEAD
2026-08-17T23:25:57+00:00,KXHIGHTDAL-26AUG17-B106.5,Dallas,yes,106° to 107°,105.8,110,100.0,ON TRACK
2026-08-17T23:25:57+00:00,KXHIGHTDC-26AUG17-B92.5,Washington DC,yes,92° to 93°,93.2,180,1.0,ON TRACK
2026-08-17T23:25:57+00:00,KXHIGHCHI-26AUG17-B80.5,Chicago,yes,80° to 81°,78.8,230,1.0,NEEDS HEAT
2026-08-17T23:25:57+00:00,KXHIGHMIA-26AUG17-B96.5,Miami,yes,96° to 97°,95.0,272,1.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHTHOU-26AUG18-B98.5,Houston,yes,98° to 99°,89.6,89,31.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHTNOLA-26AUG18-T95,New Orleans,yes,94° or below,91.4,59,38.0,AT RISK
2026-08-18T17:29:45+00:00,KXHIGHTOKC-26AUG18-B104.5,Oklahoma City,yes,104° to 105°,100.4,39,7.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHTDAL-26AUG18-B106.5,Dallas,yes,106° to 107°,98.6,59,74.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHTDC-26AUG18-B90.5,Washington DC,yes,90° to 91°,87.8,59,33.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHTSFO-26AUG18-T75,San Francisco,yes,76° or above,60.8,59,2.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHCHI-26AUG18-B82.5,Chicago,yes,82° to 83°,78.8,89,68.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHPHIL-26AUG18-B90.5,Philadelphia,yes,90° to 91°,84.2,179,32.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHDEN-26AUG18-B91.5,Denver,yes,91° to 92°,77.0,96,56.0,NEEDS HEAT
2026-08-18T17:29:45+00:00,KXHIGHMIA-26AUG18-B97.5,Miami,yes,97° to 98°,96.8,39,65.0,ON TRACK
2026-08-18T17:29:45+00:00,KXHIGHNY-26AUG18-T85,New York City,yes,84° or below,80.06,98,44.0,AT RISK
2026-08-18T19:29:46+00:00,KXHIGHTHOU-26AUG18-B98.5,Houston,yes,98° to 99°,95.0,29,24.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHTNOLA-26AUG18-T95,New Orleans,yes,94° or below,93.2,109,1.0,AT RISK
2026-08-18T19:29:46+00:00,KXHIGHTOKC-26AUG18-B104.5,Oklahoma City,yes,104° to 105°,105.8,64,1.0,DEAD
2026-08-18T19:29:46+00:00,KXHIGHTDAL-26AUG18-B106.5,Dallas,yes,106° to 107°,102.2,59,79.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHTDC-26AUG18-B90.5,Washington DC,yes,90° to 91°,87.8,179,33.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHTSFO-26AUG18-T75,San Francisco,yes,76° or above,64.4,59,2.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHCHI-26AUG18-B82.5,Chicago,yes,82° to 83°,80.59,134,34.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHPHIL-26AUG18-B90.5,Philadelphia,yes,90° to 91°,86.0,29,13.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHDEN-26AUG18-B91.5,Denver,yes,91° to 92°,84.91,36,31.0,NEEDS HEAT
2026-08-18T19:29:46+00:00,KXHIGHMIA-26AUG18-B97.5,Miami,yes,97° to 98°,98.6,54,6.0,DEAD
2026-08-18T19:29:46+00:00,KXHIGHNY-26AUG18-T85,New York City,yes,84° or below,84.91,98,1.0,DEAD
2026-08-18T21:27:17+00:00,KXHIGHTHOU-26AUG18-B98.5,Houston,yes,98° to 99°,95.0,147,1.0,NEEDS HEAT
2026-08-18T21:27:17+00:00,KXHIGHTNOLA-26AUG18-T95,New Orleans,yes,94° or below,95.0,72,1.0,DEAD
2026-08-18T21:27:17+00:00,KXHIGHTOKC-26AUG18-B104.5,Oklahoma City,yes,104° to 105°,107.6,102,1.0,DEAD
2026-08-18T21:27:17+00:00,KXHIGHTDAL-26AUG18-B106.5,Dallas,yes,106° to 107°,105.8,27,65.0,SWOOP
2026-08-18T21:27:17+00:00,KXHIGHTDC-26AUG18-B90.5,Washington DC,yes,90° to 91°,87.8,297,13.0,NEEDS HEAT
2026-08-18T21:27:17+00:00,KXHIGHTSFO-26AUG18-T75,San Francisco,yes,76° or above,68.0,52,2.0,NEEDS HEAT
2026-08-18T21:27:17+00:00,KXHIGHCHI-26AUG18-B82.5,Chicago,yes,82° to 83°,80.59,252,3.0,NEEDS HEAT
2026-08-18T21:27:17+00:00,KXHIGHPHIL-26AUG18-B90.5,Philadelphia,yes,90° to 91°,87.8,102,1.0,NEEDS HEAT
2026-08-18T21:27:17+00:00,KXHIGHDEN-26AUG18-B91.5,Denver,yes,91° to 92°,87.08,34,1.0,NEEDS HEAT
2026-08-18T21:27:17+00:00,KXHIGHMIA-26AUG18-B97.5,Miami,yes,97° to 98°,100.4,102,1.0,DEAD
2026-08-18T21:27:17+00:00,KXHIGHNY-26AUG18-T85,New York City,yes,84° or below,84.91,216,1.0,DEAD
2026-08-18T23:25:01+00:00,KXHIGHTHOU-26AUG18-B98.5,Houston,yes,98° to 99°,95.0,265,1.0,NEEDS HEAT
2026-08-18T23:25:01+00:00,KXHIGHTNOLA-26AUG18-T95,New Orleans,yes,94° or below,95.0,190,1.0,DEAD
2026-08-18T23:25:01+00:00,KXHIGHTOKC-26AUG18-B104.5,Oklahoma City,yes,104° to 105°,109.4,110,1.0,DEAD
2026-08-18T23:25:01+00:00,KXHIGHTDAL-26AUG18-B106.5,Dallas,yes,106° to 107°,105.8,145,23.0,VERIFY
2026-08-18T23:25:01+00:00,KXHIGHTDC-26AUG18-B90.5,Washington DC,yes,90° to 91°,87.8,415,1.0,NEEDS HEAT
2026-08-18T23:25:01+00:00,KXHIGHTSFO-26AUG18-T75,San Francisco,yes,76° or above,69.8,60,1.0,NEEDS HEAT
2026-08-18T23:25:01+00:00,KXHIGHCHI-26AUG18-B82.5,Chicago,yes,82° to 83°,80.59,370,1.0,NEEDS HEAT
2026-08-18T23:25:01+00:00,KXHIGHPHIL-26AUG18-B90.5,Philadelphia,yes,90° to 91°,87.8,220,1.0,NEEDS HEAT
2026-08-18T23:25:01+00:00,KXHIGHDEN-26AUG18-B91.5,Denver,yes,91° to 92°,87.08,152,1.0,NEEDS HEAT
2026-08-18T23:25:01+00:00,KXHIGHMIA-26AUG18-B97.5,Miami,yes,97° to 98°,100.4,220,1.0,DEAD
2026-08-18T23:25:01+00:00,KXHIGHNY-26AUG18-T85,New York City,yes,84° or below,84.91,334,1.0,DEAD
2026-08-19T16:47:43+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,96.8,57,59.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,93.91,54,5.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,87.8,47,44.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,86.0,55,31.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,597,60.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,75.2,107,22.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,84.91,53,32.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,71.95,54,9.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,91.94,54,42.0,NEEDS HEAT
2026-08-19T16:47:43+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,82.04,56,27.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,38,41.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,96.8,58,6.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,89.06,36,25.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,87.8,38,54.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,638,59.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,58,29.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,87.8,53,32.0,OVERSHOOT RISK
2026-08-19T17:28:59+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,71.95,95,10.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,93.2,63,86.0,NEEDS HEAT
2026-08-19T17:28:59+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,82.04,97,43.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,63,18.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,98.6,33,9.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,89.6,33,25.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,87.8,63,45.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,663,64.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,83,34.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,87.8,78,35.0,OVERSHOOT RISK
2026-08-19T17:53:47+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,75.02,60,9.0,NEEDS HEAT
2026-08-19T17:53:47+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,95.0,33,61.0,OVERSHOOT RISK
2026-08-19T17:53:47+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,62,25.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,108,4.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,100.4,48,4.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,91.4,63,20.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,48,34.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,708,66.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,128,35.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,87.8,123,35.0,OVERSHOOT RISK
2026-08-19T18:38:45+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,75.02,105,9.0,NEEDS HEAT
2026-08-19T18:38:45+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,48,91.0,DEAD
2026-08-19T18:38:45+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,107,15.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,141,1.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,100.4,81,6.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,91.4,96,29.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,81,13.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,741,69.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,161,10.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,87.8,156,29.0,OVERSHOOT RISK
2026-08-19T19:11:29+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,78.98,78,7.0,NEEDS HEAT
2026-08-19T19:11:29+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,81,91.0,DEAD
2026-08-19T19:11:29+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,140,15.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,172,1.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,102.2,42,6.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,42,36.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,112,31.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,772,68.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,192,4.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,87.8,187,31.0,OVERSHOOT RISK
2026-08-19T19:42:13+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,78.98,109,6.0,NEEDS HEAT
2026-08-19T19:42:13+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,112,96.0,DEAD
2026-08-19T19:42:13+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,171,12.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,191,1.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,102.2,61,6.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,61,27.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,131,13.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,104.0,791,72.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,211,5.0,NEEDS HEAT
2026-08-19T20:01:55+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,87.8,206,15.0,OVERSHOOT RISK
2026-08-19T20:01:55+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,84.02,68,3.0,NEEDS HEAT
